state,city,variable,year,value
NH,Portsmouth,Net Financial Position,2019,-249581.0
NH,Portsmouth,Net Financial Position,2020,-266310.0
NH,Portsmouth,Net Financial Position,2021,-299993.0
NH,Portsmouth,Net Financial Position,2022,-289825.0
NH,Portsmouth,Net Financial Position,2023,-266290.0
NH,Portsmouth,Net Financial Position,2024,-270479.0
NH,Portsmouth,Financial Assets-to-Liabilities,2009,0.7889257018
NH,Portsmouth,Financial Assets-to-Liabilities,2010,0.731822474
NH,Portsmouth,Financial Assets-to-Liabilities,2011,0.6966963533
NH,Portsmouth,Financial Assets-to-Liabilities,2012,0.7216632982
NH,Portsmouth,Financial Assets-to-Liabilities,2013,0.6995467951
NH,Portsmouth,Financial Assets-to-Liabilities,2014,0.7261165799
NH,Portsmouth,Financial Assets-to-Liabilities,2015,0.5226371886
NH,Portsmouth,Financial Assets-to-Liabilities,2016,0.5660043544
NH,Portsmouth,Financial Assets-to-Liabilities,2017,0.537407038
NH,Portsmouth,Financial Assets-to-Liabilities,2018,0.464560667
NH,Portsmouth,Financial Assets-to-Liabilities,2019,0.4165205519
NH,Portsmouth,Financial Assets-to-Liabilities,2020,0.3708018608
NH,Portsmouth,Financial Assets-to-Liabilities,2021,0.3640861387
NH,Portsmouth,Financial Assets-to-Liabilities,2022,0.3843413573
NH,Portsmouth,Financial Assets-to-Liabilities,2023,0.4600628159
NH,Portsmouth,Financial Assets-to-Liabilities,2024,0.4685767951
NH,Portsmouth,Assets-to-Liabilities,2009,2.209059645
NH,Portsmouth,Assets-to-Liabilities,2010,2.178526213
NH,Portsmouth,Assets-to-Liabilities,2011,2.31512587
NH,Portsmouth,Assets-to-Liabilities,2012,2.105184408
NH,Portsmouth,Assets-to-Liabilities,2013,2.214589098
NH,Portsmouth,Assets-to-Liabilities,2014,2.24334859
NH,Portsmouth,Assets-to-Liabilities,2015,1.684035729
NH,Portsmouth,Assets-to-Liabilities,2016,1.706992793
NH,Portsmouth,Assets-to-Liabilities,2017,1.614588973
NH,Portsmouth,Assets-to-Liabilities,2018,1.534270072
NH,Portsmouth,Assets-to-Liabilities,2019,1.52870395
NH,Portsmouth,Assets-to-Liabilities,2020,1.567561246
NH,Portsmouth,Assets-to-Liabilities,2021,1.522226768
NH,Portsmouth,Assets-to-Liabilities,2022,1.568897688
NH,Portsmouth,Assets-to-Liabilities,2023,1.595917978
NH,Portsmouth,Assets-to-Liabilities,2024,1.605063943
NH,Portsmouth,Net Debt-to-Total Revenues,2009,0.2504903151
NH,Portsmouth,Net Debt-to-Total Revenues,2010,0.3385131556
NH,Portsmouth,Net Debt-to-Total Revenues,2011,0.3647663584
NH,Portsmouth,Net Debt-to-Total Revenues,2012,0.419300577
NH,Portsmouth,Net Debt-to-Total Revenues,2013,0.4338650004
NH,Portsmouth,Net Debt-to-Total Revenues,2014,0.3789590879
NH,Portsmouth,Net Debt-to-Total Revenues,2015,0.9584530337
NH,Portsmouth,Net Debt-to-Total Revenues,2016,0.8958882427
NH,Portsmouth,Net Debt-to-Total Revenues,2017,1.117007589
NH,Portsmouth,Net Debt-to-Total Revenues,2018,1.403774004
NH,Portsmouth,Net Debt-to-Total Revenues,2019,1.600288536
NH,Portsmouth,Net Debt-to-Total Revenues,2020,1.621932726
NH,Portsmouth,Net Debt-to-Total Revenues,2021,1.803698871
NH,Portsmouth,Net Debt-to-Total Revenues,2022,1.650907123
NH,Portsmouth,Net Debt-to-Total Revenues,2023,1.355786365
NH,Portsmouth,Net Debt-to-Total Revenues,2024,1.394487608
NH,Portsmouth,Interest-to-Total Revenues,2009,0.02210620692
NH,Portsmouth,Interest-to-Total Revenues,2010,0.02232032492
NH,Portsmouth,Interest-to-Total Revenues,2011,0.02322662724
NH,Portsmouth,Interest-to-Total Revenues,2012,0.0318003667
NH,Portsmouth,Interest-to-Total Revenues,2013,0.02545424649
NH,Portsmouth,Interest-to-Total Revenues,2014,0.02178989452
NH,Portsmouth,Interest-to-Total Revenues,2015,0.023432519
NH,Portsmouth,Interest-to-Total Revenues,2016,0.02332875907
NH,Portsmouth,Interest-to-Total Revenues,2017,0.02172133121
NH,Portsmouth,Interest-to-Total Revenues,2018,0.02509902349
NH,Portsmouth,Interest-to-Total Revenues,2019,0.02592331367
NH,Portsmouth,Interest-to-Total Revenues,2020,0.02636531399
NH,Portsmouth,Interest-to-Total Revenues,2021,0.02428436577
NH,Portsmouth,Interest-to-Total Revenues,2022,0.02145766284
NH,Portsmouth,Interest-to-Total Revenues,2023,0.01501960185
NH,Portsmouth,Interest-to-Total Revenues,2024,0.001350773086
NH,Portsmouth,Net Book-to-Cost of TCA,2009,0.6423920744
NH,Portsmouth,Net Book-to-Cost of TCA,2010,0.6622480084
NH,Portsmouth,Net Book-to-Cost of TCA,2011,0.6815727212
NH,Portsmouth,Net Book-to-Cost of TCA,2012,0.6964929144
NH,Portsmouth,Net Book-to-Cost of TCA,2013,0.703100683
NH,Portsmouth,Net Book-to-Cost of TCA,2014,0.7084996535
NH,Portsmouth,Net Book-to-Cost of TCA,2015,0.7029244366
NH,Portsmouth,Net Book-to-Cost of TCA,2016,0.7092486612
NH,Portsmouth,Net Book-to-Cost of TCA,2017,0.7200053435
NH,Portsmouth,Net Book-to-Cost of TCA,2018,0.735119235
NH,Portsmouth,Net Book-to-Cost of TCA,2019,0.7425603139
NH,Portsmouth,Net Book-to-Cost of TCA,2020,0.7543878576
NH,Portsmouth,Net Book-to-Cost of TCA,2021,0.7440927453
NH,Portsmouth,Net Book-to-Cost of TCA,2022,0.7433344208
NH,Portsmouth,Net Book-to-Cost of TCA,2023,0.7311190601
NH,Portsmouth,Net Book-to-Cost of TCA,2024,0.7200841201
NH,Portsmouth,Govt Transfers-to-Total Revenues,2009,0.1037319984
NH,Portsmouth,Govt Transfers-to-Total Revenues,2010,0.1368620872
NH,Portsmouth,Govt Transfers-to-Total Revenues,2011,0.09678334422
NH,Portsmouth,Govt Transfers-to-Total Revenues,2012,0.09573752292
NH,Portsmouth,Govt Transfers-to-Total Revenues,2013,0.0719230453
NH,Portsmouth,Govt Transfers-to-Total Revenues,2014,0.1299296564
NH,Portsmouth,Govt Transfers-to-Total Revenues,2015,0.08532917289
NH,Portsmouth,Govt Transfers-to-Total Revenues,2016,0.0647803263
NH,Portsmouth,Govt Transfers-to-Total Revenues,2017,0.07558775569
NH,Portsmouth,Govt Transfers-to-Total Revenues,2018,0.08229734499
NH,Portsmouth,Govt Transfers-to-Total Revenues,2019,0.1147922544
NH,Portsmouth,Govt Transfers-to-Total Revenues,2020,0.1408647141
NH,Portsmouth,Govt Transfers-to-Total Revenues,2021,0.1305247082
NH,Portsmouth,Govt Transfers-to-Total Revenues,2022,0.1179288542
NH,Portsmouth,Govt Transfers-to-Total Revenues,2023,0.1848785703
NH,Portsmouth,Govt Transfers-to-Total Revenues,2024,0.1412898336
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2009,-26821.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2010,-38340.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2011,-42434.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2012,-49854.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2013,-52771.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2014,-52418.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2015,-127780.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2016,-123388.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2017,-162347.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2018,-214769.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2019,-249581.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2020,-266310.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2021,-299993.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2022,-289825.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2023,-266290.0
NH,Portsmouth,[HIDDEN] Net Financial Position rounded to $1000 for chart,2024,-270479.0
OH,Columbus,Current Assets,2009,1296208.0
OH,Columbus,Current Assets,2010,1637869.0
OH,Columbus,Current Assets,2011,1658667.0
OH,Columbus,Current Assets,2012,1892278.0
OH,Columbus,Current Assets,2013,1982856.0
OH,Columbus,Current Assets,2014,1947246.0
OH,Columbus,Current Assets,2015,1922001.0
OH,Columbus,Current Assets,2016,2149114.0
OH,Columbus,Current Assets,2017,2210105.0
OH,Columbus,Current Assets,2018,2379888.0
OH,Columbus,Current Assets,2019,2532362.0
OH,Columbus,Current Assets,2020,2444439.0
OH,Columbus,Current Assets,2021,2783640.0
OH,Columbus,Current Assets,2022,2959067.0
OH,Columbus,Current Assets,2023,3288340.0
OH,Columbus,Current Assets,2024,3266308.0
OH,Columbus,Capital Assets,2009,4406576.0
OH,Columbus,Capital Assets,2010,4558620.0
OH,Columbus,Capital Assets,2011,4818148.0
OH,Columbus,Capital Assets,2012,5130479.0
OH,Columbus,Capital Assets,2013,5414259.0
OH,Columbus,Capital Assets,2014,5740617.0
OH,Columbus,Capital Assets,2015,6040452.0
OH,Columbus,Capital Assets,2016,6360941.0
OH,Columbus,Capital Assets,2017,6667980.0
OH,Columbus,Capital Assets,2018,6955612.0
OH,Columbus,Capital Assets,2019,7261688.0
OH,Columbus,Capital Assets,2020,7495516.0
OH,Columbus,Capital Assets,2021,7706342.0
OH,Columbus,Capital Assets,2022,7964002.0
OH,Columbus,Capital Assets,2023,8357638.0
OH,Columbus,Capital Assets,2024,8798469.0
OH,Columbus,Total Assets,2009,5702784.0
OH,Columbus,Total Assets,2010,6196489.0
OH,Columbus,Total Assets,2011,6476815.0
OH,Columbus,Total Assets,2012,7022757.0
OH,Columbus,Total Assets,2013,7397115.0
OH,Columbus,Total Assets,2014,7687863.0
OH,Columbus,Total Assets,2015,7962453.0
OH,Columbus,Total Assets,2016,8510055.0
OH,Columbus,Total Assets,2017,8878085.0
OH,Columbus,Total Assets,2018,9335500.0
OH,Columbus,Total Assets,2019,9794050.0
OH,Columbus,Total Assets,2020,9939955.0
OH,Columbus,Total Assets,2021,10489982.0
OH,Columbus,Total Assets,2022,10923069.0
OH,Columbus,Total Assets,2023,11645978.0
OH,Columbus,Total Assets,2024,12064777.0
OH,Columbus,Deferred outflows,2011,24276.0
OH,Columbus,Deferred outflows,2012,54212.0
OH,Columbus,Deferred outflows,2013,46891.0
OH,Columbus,Deferred outflows,2014,164067.0
OH,Columbus,Deferred outflows,2015,211081.0
OH,Columbus,Deferred outflows,2016,470595.0
OH,Columbus,Deferred outflows,2017,499307.0
OH,Columbus,Deferred outflows,2018,428867.0
OH,Columbus,Deferred outflows,2019,694173.0
OH,Columbus,Deferred outflows,2020,472495.0
OH,Columbus,Deferred outflows,2021,389688.0
OH,Columbus,Deferred outflows,2022,513446.0
OH,Columbus,Deferred outflows,2023,880063.0
OH,Columbus,Deferred outflows,2024,715610.0
OH,Columbus,Liabilities,2009,3388066.0
OH,Columbus,Liabilities,2010,3706866.0
OH,Columbus,Liabilities,2011,3851544.0
OH,Columbus,Liabilities,2012,4237240.0
OH,Columbus,Liabilities,2013,4428119.0
OH,Columbus,Liabilities,2014,5537281.0
OH,Columbus,Liabilities,2015,5706324.0
OH,Columbus,Liabilities,2016,6336123.0
OH,Columbus,Liabilities,2017,6637093.0
OH,Columbus,Liabilities,2018,7738316.0
OH,Columbus,Liabilities,2019,7731318.0
OH,Columbus,Liabilities,2020,7128521.0
OH,Columbus,Liabilities,2021,6954370.0
OH,Columbus,Liabilities,2022,6848750.0
OH,Columbus,Liabilities,2023,8086684.0
OH,Columbus,Liabilities,2024,8168842.0
OH,Columbus,Deferred inflows,2011,69511.0
OH,Columbus,Deferred inflows,2012,73728.0
OH,Columbus,Deferred inflows,2013,75296.0
OH,Columbus,Deferred inflows,2014,76439.0
OH,Columbus,Deferred inflows,2015,83009.0
OH,Columbus,Deferred inflows,2016,88819.0
OH,Columbus,Deferred inflows,2017,89054.0
OH,Columbus,Deferred inflows,2018,275157.0
OH,Columbus,Deferred inflows,2019,206002.0
OH,Columbus,Deferred inflows,2020,461145.0
OH,Columbus,Deferred inflows,2021,579655.0
OH,Columbus,Deferred inflows,2022,838970.0
OH,Columbus,Deferred inflows,2023,359323.0
OH,Columbus,Deferred inflows,2024,337979.0
OH,Columbus,Total liabilities,2009,3388066.0
OH,Columbus,Total liabilities,2010,3706866.0
OH,Columbus,Total liabilities,2011,3921055.0
OH,Columbus,Total liabilities,2012,4310968.0
OH,Columbus,Total liabilities,2013,4503415.0
OH,Columbus,Total liabilities,2014,5613720.0
OH,Columbus,Total liabilities,2015,5789333.0
OH,Columbus,Total liabilities,2016,6424942.0
OH,Columbus,Total liabilities,2017,6726147.0
OH,Columbus,Total liabilities,2018,8013473.0
OH,Columbus,Total liabilities,2019,7937320.0
OH,Columbus,Total liabilities,2020,7589666.0
OH,Columbus,Total liabilities,2021,7534025.0
OH,Columbus,Total liabilities,2022,7687720.0
OH,Columbus,Total liabilities,2023,8446007.0
OH,Columbus,Total liabilities,2024,8506821.0
OH,Columbus,Net position,2009,2314718.0
OH,Columbus,Net position,2010,2489623.0
OH,Columbus,Net position,2011,2580036.0
OH,Columbus,Net position,2012,2766001.0
OH,Columbus,Net position,2013,2940591.0
OH,Columbus,Net position,2014,2238210.0
OH,Columbus,Net position,2015,2384201.0
OH,Columbus,Net position,2016,2555708.0
OH,Columbus,Net position,2017,2651245.0
OH,Columbus,Net position,2018,1750894.0
OH,Columbus,Net position,2019,2550903.0
OH,Columbus,Net position,2020,2822784.0
OH,Columbus,Net position,2021,3345645.0
OH,Columbus,Net position,2022,3748795.0
OH,Columbus,Net position,2023,4080034.0
OH,Columbus,Net position,2024,4273566.0
OH,Columbus,Total Revenues,2009,1476457.0
OH,Columbus,Total Revenues,2010,1677751.0
OH,Columbus,Total Revenues,2011,1751615.0
OH,Columbus,Total Revenues,2012,1750796.0
OH,Columbus,Total Revenues,2013,1813139.0
OH,Columbus,Total Revenues,2014,1807808.0
OH,Columbus,Total Revenues,2015,1870437.0
OH,Columbus,Total Revenues,2016,1947461.0
OH,Columbus,Total Revenues,2017,2052485.0
OH,Columbus,Total Revenues,2018,2085929.0
OH,Columbus,Total Revenues,2019,2287300.0
OH,Columbus,Total Revenues,2020,2468026.0
OH,Columbus,Total Revenues,2021,2400006.0
OH,Columbus,Total Revenues,2022,2530580.0
OH,Columbus,Total Revenues,2023,2822627.0
OH,Columbus,Total Revenues,2024,3000872.0
OH,Columbus,Operating Grants & Conributions,2009,145455.0
OH,Columbus,Operating Grants & Conributions,2010,181729.0
OH,Columbus,Operating Grants & Conributions,2011,195358.0
OH,Columbus,Operating Grants & Conributions,2012,141187.0
OH,Columbus,Operating Grants & Conributions,2013,144346.0
OH,Columbus,Operating Grants & Conributions,2014,144968.0
OH,Columbus,Operating Grants & Conributions,2015,138900.0
OH,Columbus,Operating Grants & Conributions,2016,141285.0
OH,Columbus,Operating Grants & Conributions,2017,167594.0
OH,Columbus,Operating Grants & Conributions,2018,135929.0
OH,Columbus,Operating Grants & Conributions,2019,164309.0
OH,Columbus,Operating Grants & Conributions,2020,330695.0
OH,Columbus,Operating Grants & Conributions,2021,243564.0
OH,Columbus,Operating Grants & Conributions,2022,323809.0
OH,Columbus,Operating Grants & Conributions,2023,312093.0
OH,Columbus,Operating Grants & Conributions,2024,404946.0
OH,Columbus,Capital Grants & Contributions,2009,47664.0
OH,Columbus,Capital Grants & Contributions,2010,53318.0
OH,Columbus,Capital Grants & Contributions,2011,56504.0
OH,Columbus,Capital Grants & Contributions,2012,68652.0
OH,Columbus,Capital Grants & Contributions,2013,69520.0
OH,Columbus,Capital Grants & Contributions,2014,53536.0
OH,Columbus,Capital Grants & Contributions,2015,58361.0
OH,Columbus,Capital Grants & Contributions,2016,65961.0
OH,Columbus,Capital Grants & Contributions,2017,51361.0
OH,Columbus,Capital Grants & Contributions,2018,72740.0
OH,Columbus,Capital Grants & Contributions,2019,108873.0
OH,Columbus,Capital Grants & Contributions,2020,104070.0
OH,Columbus,Capital Grants & Contributions,2021,94670.0
OH,Columbus,Capital Grants & Contributions,2022,103226.0
OH,Columbus,Capital Grants & Contributions,2023,116508.0
OH,Columbus,Capital Grants & Contributions,2024,107435.0
OH,Columbus,Total Government Transfers,2009,193119.0
OH,Columbus,Total Government Transfers,2010,235047.0
OH,Columbus,Total Government Transfers,2011,251862.0
OH,Columbus,Total Government Transfers,2012,209839.0
OH,Columbus,Total Government Transfers,2013,213866.0
OH,Columbus,Total Government Transfers,2014,198504.0
OH,Columbus,Total Government Transfers,2015,197261.0
OH,Columbus,Total Government Transfers,2016,207246.0
OH,Columbus,Total Government Transfers,2017,218955.0
OH,Columbus,Total Government Transfers,2018,208669.0
OH,Columbus,Total Government Transfers,2019,273182.0
OH,Columbus,Total Government Transfers,2020,434765.0
OH,Columbus,Total Government Transfers,2021,338234.0
OH,Columbus,Total Government Transfers,2022,427035.0
OH,Columbus,Total Government Transfers,2023,428601.0
OH,Columbus,Total Government Transfers,2024,512381.0
OH,Columbus,Interest Charges,2009,39029.0
OH,Columbus,Interest Charges,2010,39440.0
OH,Columbus,Interest Charges,2011,44505.0
OH,Columbus,Interest Charges,2012,43808.0
OH,Columbus,Interest Charges,2013,43895.0
OH,Columbus,Interest Charges,2014,43579.0
OH,Columbus,Interest Charges,2015,45452.0
OH,Columbus,Interest Charges,2016,36624.0
OH,Columbus,Interest Charges,2017,34496.0
OH,Columbus,Interest Charges,2018,36557.0
OH,Columbus,Interest Charges,2019,40803.0
OH,Columbus,Interest Charges,2020,43632.0
OH,Columbus,Interest Charges,2021,42620.0
OH,Columbus,Interest Charges,2022,39936.0
OH,Columbus,Interest Charges,2023,50999.0
OH,Columbus,Interest Charges,2024,58278.0
OH,Columbus,Net Book TCA,2009,4406576.0
OH,Columbus,Net Book TCA,2010,4558620.0
OH,Columbus,Net Book TCA,2011,4818148.0
OH,Columbus,Net Book TCA,2012,5130479.0
OH,Columbus,Net Book TCA,2013,5414259.0
OH,Columbus,Net Book TCA,2014,5740617.0
OH,Columbus,Net Book TCA,2015,6040453.0
OH,Columbus,Net Book TCA,2016,6360941.0
OH,Columbus,Net Book TCA,2017,6667980.0
OH,Columbus,Net Book TCA,2018,6955612.0
OH,Columbus,Net Book TCA,2019,7261688.0
OH,Columbus,Net Book TCA,2020,7495516.0
OH,Columbus,Net Book TCA,2021,7706342.0
OH,Columbus,Net Book TCA,2022,7964002.0
OH,Columbus,Net Book TCA,2023,8357638.0
OH,Columbus,Net Book TCA,2024,8798469.0
OH,Columbus,Govt assets not depreciated,2009,260226.0
OH,Columbus,Govt assets not depreciated,2010,258021.0
OH,Columbus,Govt assets not depreciated,2011,264687.0
OH,Columbus,Govt assets not depreciated,2012,271118.0
OH,Columbus,Govt assets not depreciated,2013,273963.0
OH,Columbus,Govt assets not depreciated,2014,274359.0
OH,Columbus,Govt assets not depreciated,2015,279161.0
OH,Columbus,Govt assets not depreciated,2016,324342.0
OH,Columbus,Govt assets not depreciated,2017,391017.0
OH,Columbus,Govt assets not depreciated,2018,302242.0
OH,Columbus,Govt assets not depreciated,2019,314159.0
OH,Columbus,Govt assets not depreciated,2020,307728.0
OH,Columbus,Govt assets not depreciated,2021,323274.0
OH,Columbus,Govt assets not depreciated,2022,343284.0
OH,Columbus,Govt assets not depreciated,2023,359616.0
OH,Columbus,Govt assets not depreciated,2024,348839.0
OH,Columbus,Govt assets being depreciated,2009,2338885.0
OH,Columbus,Govt assets being depreciated,2010,2425704.0
OH,Columbus,Govt assets being depreciated,2011,2549987.0
OH,Columbus,Govt assets being depreciated,2012,2704319.0
OH,Columbus,Govt assets being depreciated,2013,2899518.0
OH,Columbus,Govt assets being depreciated,2014,3096379.0
OH,Columbus,Govt assets being depreciated,2015,3297356.0
OH,Columbus,Govt assets being depreciated,2016,3474871.0
OH,Columbus,Govt assets being depreciated,2017,3652543.0
OH,Columbus,Govt assets being depreciated,2018,3943240.0
OH,Columbus,Govt assets being depreciated,2019,4189024.0
OH,Columbus,Govt assets being depreciated,2020,4462752.0
OH,Columbus,Govt assets being depreciated,2021,4670567.0
OH,Columbus,Govt assets being depreciated,2022,4840999.0
OH,Columbus,Govt assets being depreciated,2023,5138907.0
OH,Columbus,Govt assets being depreciated,2024,5468263.0
OH,Columbus,Bus assets not depreciated,2009,319678.0
OH,Columbus,Bus assets not depreciated,2010,206459.0
OH,Columbus,Bus assets not depreciated,2011,215348.0
OH,Columbus,Bus assets not depreciated,2012,388117.0
OH,Columbus,Bus assets not depreciated,2013,479727.0
OH,Columbus,Bus assets not depreciated,2014,588339.0
OH,Columbus,Bus assets not depreciated,2015,482368.0
OH,Columbus,Bus assets not depreciated,2016,502499.0
OH,Columbus,Bus assets not depreciated,2017,530450.0
OH,Columbus,Bus assets not depreciated,2018,540478.0
OH,Columbus,Bus assets not depreciated,2019,84385.0
OH,Columbus,Bus assets not depreciated,2020,89228.0
OH,Columbus,Bus assets not depreciated,2021,110183.0
OH,Columbus,Bus assets not depreciated,2022,170077.0
OH,Columbus,Bus assets not depreciated,2023,237157.0
OH,Columbus,Bus assets not depreciated,2024,320027.0
OH,Columbus,Bus assets being depreciated,2009,3300767.0
OH,Columbus,Bus assets being depreciated,2010,3605571.0
OH,Columbus,Bus assets being depreciated,2011,3835313.0
OH,Columbus,Bus assets being depreciated,2012,3944567.0
OH,Columbus,Bus assets being depreciated,2013,4081714.0
OH,Columbus,Bus assets being depreciated,2014,4246117.0
OH,Columbus,Bus assets being depreciated,2015,4608554.0
OH,Columbus,Bus assets being depreciated,2016,4849121.0
OH,Columbus,Bus assets being depreciated,2017,5083521.0
OH,Columbus,Bus assets being depreciated,2018,5355691.0
OH,Columbus,Bus assets being depreciated,2019,6079150.0
OH,Columbus,Bus assets being depreciated,2020,6274978.0
OH,Columbus,Bus assets being depreciated,2021,6483913.0
OH,Columbus,Bus assets being depreciated,2022,6742637.0
OH,Columbus,Bus assets being depreciated,2023,7021961.0
OH,Columbus,Bus assets being depreciated,2024,7341297.0
OH,Columbus,Total Cost of TCA,2009,6219556.0
OH,Columbus,Total Cost of TCA,2010,6495755.0
OH,Columbus,Total Cost of TCA,2011,6865335.0
OH,Columbus,Total Cost of TCA,2012,7308121.0
OH,Columbus,Total Cost of TCA,2013,7734922.0
OH,Columbus,Total Cost of TCA,2014,8205194.0
OH,Columbus,Total Cost of TCA,2015,8667439.0
OH,Columbus,Total Cost of TCA,2016,9150833.0
OH,Columbus,Total Cost of TCA,2017,9657531.0
OH,Columbus,Total Cost of TCA,2018,10141651.0
OH,Columbus,Total Cost of TCA,2019,10666718.0
OH,Columbus,Total Cost of TCA,2020,11134686.0
OH,Columbus,Total Cost of TCA,2021,11587937.0
OH,Columbus,Total Cost of TCA,2022,12096997.0
OH,Columbus,Total Cost of TCA,2023,12757641.0
OH,Columbus,Total Cost of TCA,2024,13478426.0
OH,Columbus,Net Financial Position,2009,-2091858.0
OH,Columbus,Net Financial Position,2010,-2068997.0
OH,Columbus,Net Financial Position,2011,-2262388.0
OH,Columbus,Net Financial Position,2012,-2418690.0
OH,Columbus,Net Financial Position,2013,-2520559.0
OH,Columbus,Net Financial Position,2014,-3666474.0
OH,Columbus,Net Financial Position,2015,-3867332.0
OH,Columbus,Net Financial Position,2016,-4275828.0
OH,Columbus,Net Financial Position,2017,-4516042.0
OH,Columbus,Net Financial Position,2018,-5633585.0
OH,Columbus,Net Financial Position,2019,-5404958.0
OH,Columbus,Net Financial Position,2020,-5145227.0
OH,Columbus,Net Financial Position,2021,-4750385.0
OH,Columbus,Net Financial Position,2022,-4728653.0
OH,Columbus,Net Financial Position,2023,-5157667.0
OH,Columbus,Net Financial Position,2024,-5240513.0
OH,Columbus,Financial Assets-to-Liabilities,2009,0.3825805046
OH,Columbus,Financial Assets-to-Liabilities,2010,0.4418473719
OH,Columbus,Financial Assets-to-Liabilities,2011,0.4230154895
OH,Columbus,Financial Assets-to-Liabilities,2012,0.4389450351
OH,Columbus,Financial Assets-to-Liabilities,2013,0.4403005275
OH,Columbus,Financial Assets-to-Liabilities,2014,0.346872662
OH,Columbus,Financial Assets-to-Liabilities,2015,0.3319900583
OH,Columbus,Financial Assets-to-Liabilities,2016,0.3344954709
OH,Columbus,Financial Assets-to-Liabilities,2017,0.3285841062
OH,Columbus,Financial Assets-to-Liabilities,2018,0.2969858387
OH,Columbus,Financial Assets-to-Liabilities,2019,0.3190449673
OH,Columbus,Financial Assets-to-Liabilities,2020,0.3220746473
OH,Columbus,Financial Assets-to-Liabilities,2021,0.3694758114
OH,Columbus,Financial Assets-to-Liabilities,2022,0.3849082693
OH,Columbus,Financial Assets-to-Liabilities,2023,0.3893366416
OH,Columbus,Financial Assets-to-Liabilities,2024,0.3839634101
OH,Columbus,Assets-to-Liabilities,2009,1.683197435
OH,Columbus,Assets-to-Liabilities,2010,1.671624763
OH,Columbus,Assets-to-Liabilities,2011,1.657995361
OH,Columbus,Assets-to-Liabilities,2012,1.641619469
OH,Columbus,Assets-to-Liabilities,2013,1.652969136
OH,Columbus,Assets-to-Liabilities,2014,1.398703533
OH,Columbus,Assets-to-Liabilities,2015,1.411826544
OH,Columbus,Assets-to-Liabilities,2016,1.397779155
OH,Columbus,Assets-to-Liabilities,2017,1.394169946
OH,Columbus,Assets-to-Liabilities,2018,1.218493779
OH,Columbus,Assets-to-Liabilities,2019,1.321380894
OH,Columbus,Assets-to-Liabilities,2020,1.371924667
OH,Columbus,Assets-to-Liabilities,2021,1.444071396
OH,Columbus,Assets-to-Liabilities,2022,1.487634175
OH,Columbus,Assets-to-Liabilities,2023,1.483072534
OH,Columbus,Assets-to-Liabilities,2024,1.502369334
OH,Columbus,Net Debt-to-Total Revenues,2009,1.416809294
OH,Columbus,Net Debt-to-Total Revenues,2010,1.233196702
OH,Columbus,Net Debt-to-Total Revenues,2011,1.291601179
OH,Columbus,Net Debt-to-Total Revenues,2012,1.381480195
OH,Columbus,Net Debt-to-Total Revenues,2013,1.390163137
OH,Columbus,Net Debt-to-Total Revenues,2014,2.028132412
OH,Columbus,Net Debt-to-Total Revenues,2015,2.067608799
OH,Columbus,Net Debt-to-Total Revenues,2016,2.19559108
OH,Columbus,Net Debt-to-Total Revenues,2017,2.200280148
OH,Columbus,Net Debt-to-Total Revenues,2018,2.700755874
OH,Columbus,Net Debt-to-Total Revenues,2019,2.363029773
OH,Columbus,Net Debt-to-Total Revenues,2020,2.084753969
OH,Columbus,Net Debt-to-Total Revenues,2021,1.979322135
OH,Columbus,Net Debt-to-Total Revenues,2022,1.868604431
OH,Columbus,Net Debt-to-Total Revenues,2023,1.827257728
OH,Columbus,Net Debt-to-Total Revenues,2024,1.746330067
OH,Columbus,Interest-to-Total Revenues,2009,0.02643422734
OH,Columbus,Interest-to-Total Revenues,2010,0.02350765996
OH,Columbus,Interest-to-Total Revenues,2011,0.02540798064
OH,Columbus,Interest-to-Total Revenues,2012,0.02502176153
OH,Columbus,Interest-to-Total Revenues,2013,0.02420939597
OH,Columbus,Interest-to-Total Revenues,2014,0.02410598913
OH,Columbus,Interest-to-Total Revenues,2015,0.02430020364
OH,Columbus,Interest-to-Total Revenues,2016,0.01880602487
OH,Columbus,Interest-to-Total Revenues,2017,0.01680694378
OH,Columbus,Interest-to-Total Revenues,2018,0.0175255246
OH,Columbus,Interest-to-Total Revenues,2019,0.01783893674
